Date,Price,sma,diff,threshold,signal,change,pnl
6/3/2020,9134.80,9139.0667,0.00,0.06,0,0.008222686,0
7/3/2020,8887.80,9151.2683,-0.03,0.06,0,-0.027039454,0
8/3/2020,8034.10,9150.8433,-0.12,0.06,0,-0.096053016,0
9/3/2020,7933.00,9152.3533,-0.13,0.06,0,-0.012583861,0
10/3/2020,7891.20,9147.4217,-0.14,0.06,0,-0.005269129,0
11/3/2020,7935.10,9145.9383,-0.13,0.06,0,0.005563159,0
12/3/2020,4826.00,9089.9117,-0.47,0.06,0,-0.391816108,0
03/13/2020,5584.30,9047.7933,-0.38,0.06,0,0.157128056,0
03/14/2020,5182.70,8987.0183,-0.42,0.06,0,-0.071915907,0
03/15/2020,5366.30,8929.485,-0.40,0.06,0,0.03542555,0
03/16/2020,5030.00,8867.87,-0.43,0.06,0,-0.062668878,0
03/17/2020,5261.10,8807.0033,-0.40,0.06,0,0.045944334,0
03/18/2020,5361.40,8747.755,-0.39,0.06,0,0.019064454,0
03/19/2020,6172.00,8705.5183,-0.29,0.06,0,0.151191853,0
03/20/2020,6205.30,8664.9083,-0.28,0.06,0,0.005395334,0
03/21/2020,6186.20,8622.4683,-0.28,0.06,0,-0.003078014,0
03/22/2020,5822.10,8574.8617,-0.32,0.06,0,-0.05885681,0
03/23/2020,6468.90,8542.5917,-0.24,0.06,0,0.111093935,0
03/24/2020,6744.60,8514.3367,-0.21,0.06,0,0.042619302,0
03/25/2020,6678.90,8486.625,-0.21,0.06,0,-0.009741126,0
03/26/2020,6725.10,8455.2467,-0.20,0.06,0,0.006917307,0
03/27/2020,6373.40,8413.6933,-0.24,0.06,0,-0.05229662,0
03/28/2020,6233.70,8361.3,-0.25,0.06,0,-0.021919227,0
03/29/2020,5890.40,8304.4917,-0.29,0.06,0,-0.055071627,0
03/30/2020,6391.00,8252.5533,-0.23,0.06,0,0.08498574,0
03/31/2020,6412.50,8203.61,-0.22,0.06,0,0.003364106,0
1/4/2020,6638.50,8157.8917,-0.19,0.06,0,0.035243665,0
2/4/2020,6800.50,8115.6517,-0.16,0.06,0,0.024403103,0
3/4/2020,6735.90,8072.9733,-0.17,0.06,0,-0.009499302,0
4/4/2020,6857.40,8034.0317,-0.15,0.06,0,0.018037679,0
5/4/2020,6772.70,7986.7133,-0.15,0.06,0,-0.01235162,0
6/4/2020,7332.30,7946.0517,-0.08,0.06,0,0.082625836,0
7/4/2020,7185.20,7902.1617,-0.09,0.06,0,-0.020061918,0
8/4/2020,7361.20,7859.9233,-0.06,0.06,0,0.024494795,0
9/4/2020,7289.00,7812.215,-0.07,0.06,0,-0.009808183,0
10/4/2020,6863.10,7762.365,-0.12,0.06,0,-0.058430512,0
11/4/2020,6867.80,7706.3367,-0.11,0.06,0,0.000684822,0
12/4/2020,6917.60,7649.6683,-0.10,0.06,0,0.00725123,0
04/13/2020,6841.30,7593.105,-0.10,0.06,0,-0.011029837,0
04/14/2020,6850.90,7535.07,-0.09,0.06,0,0.001403242,0
04/15/2020,6629.10,7480.4267,-0.11,0.06,0,-0.032375308,0
04/16/2020,7085.60,7432.9817,-0.05,0.06,0,0.068863043,0
04/17/2020,7035.80,7388.555,-0.05,0.06,0,-0.007028339,0
04/18/2020,7230.80,7339.7617,-0.01,0.06,0,0.027715398,0
04/19/2020,7122.90,7298.32,-0.02,0.06,0,-0.014922277,0
04/20/2020,6833.50,7252.1717,-0.06,0.06,0,-0.040629519,0
04/21/2020,6842.50,7204.805,-0.05,0.06,0,0.001317041,0
04/22/2020,7112.90,7162.425,-0.01,0.06,0,0.03951772,0
04/23/2020,7488.50,7121.5217,0.05,0.06,0,0.052805466,0
04/24/2020,7503.80,7085.54,0.06,0.06,0,0.002043133,0
04/25/2020,7540.40,7055.9267,0.07,0.06,1,0.004877529,0
04/26/2020,7678.90,7037.2367,0.09,0.06,1,0.018367726,0.018368
04/27/2020,7766.00,7019.6933,0.11,0.06,1,0.01134277,0.011343
04/28/2020,7746.90,7003.85,0.11,0.06,1,-0.002459439,-0.00246
04/29/2020,8770.90,7007.6367,0.25,0.06,1,0.132181905,0.132182
04/30/2020,8629.00,7009.12,0.23,0.06,1,-0.016178499,-0.01618
1/5/2020,8821.60,7007.7333,0.26,0.06,1,0.022320083,0.02232
2/5/2020,8966.30,7011.1483,0.28,0.06,1,0.01640292,0.016403
3/5/2020,8885.50,7013.275,0.27,0.06,1,-0.009011521,-0.00901
4/5/2020,8874.70,7010.1817,0.27,0.06,1,-0.001215463,-0.00122
5/5/2020,9001.00,7007.9517,0.28,0.06,1,0.014231467,0.014231
6/5/2020,9151.40,7012.345,0.31,0.06,1,0.016709255,0.016709
7/5/2020,9979.80,7044.7733,0.42,0.06,1,0.090521669,0.090522
8/5/2020,9806.20,7075.9933,0.39,0.06,1,-0.017395138,-0.0174
9/5/2020,9554.60,7103.7167,0.35,0.06,1,-0.025657237,-0.02566
10/5/2020,8738.80,7117.1117,0.23,0.06,1,-0.085382957,-0.08538
11/5/2020,8579.80,7179.675,0.20,0.06,1,-0.018194718,-0.01819
12/5/2020,8813.80,7233.5,0.22,0.06,1,0.027273363,0.027273
05/13/2020,9298.70,7302.1,0.27,0.06,1,0.055015998,0.055016
05/14/2020,9778.40,7375.635,0.33,0.06,1,0.051587856,0.051588
05/15/2020,9318.00,7447.1017,0.25,0.06,1,-0.047083367,-0.04708
05/16/2020,9379.50,7515.7417,0.25,0.06,1,0.006600129,0.0066
05/17/2020,9677.70,7587.68,0.28,0.06,1,0.031792739,0.031793
05/18/2020,9730.70,7646.9917,0.27,0.06,1,0.005476508,0.005477
05/19/2020,9773.30,7706.4583,0.27,0.06,1,0.004377897,0.004378
05/20/2020,9512.30,7761.8933,0.23,0.06,1,-0.026705412,-0.02671
05/21/2020,9059.00,7815.8417,0.16,0.06,1,-0.04765409,-0.04765
05/22/2020,9169.70,7860.855,0.17,0.06,1,0.012219892,0.01222
05/23/2020,9177.00,7901.395,0.16,0.06,1,0.0007961,0.000796
05/24/2020,8728.20,7935.55,0.10,0.06,1,-0.048904871,-0.0489
05/25/2020,8898.20,7971.7683,0.12,0.06,1,0.019477097,0.019477
05/26/2020,8842.50,8012.92,0.10,0.06,1,-0.006259693,-0.00626
05/27/2020,9199.10,8062.3433,0.14,0.06,1,0.040327962,0.040328
05/28/2020,9572.20,8123.7067,0.18,0.06,1,0.040558315,0.040558
05/29/2020,9424.80,8174.27,0.15,0.06,1,-0.015398759,-0.0154
05/30/2020,9692.50,8228.9367,0.18,0.06,1,0.028403786,0.028404
05/31/2020,9454.80,8275.875,0.14,0.06,1,-0.024524117,-0.02452
1/6/2020,10189.30,8332.355,0.22,0.06,1,0.077685408,0.077685
2/6/2020,9527.60,8378.8833,0.14,0.06,1,-0.064940673,-0.06494
3/6/2020,9667.20,8425.7133,0.15,0.06,1,0.014652168,0.014652
4/6/2020,9794.40,8476.075,0.16,0.06,1,0.013157895,0.013158
5/6/2020,9631.20,8514.39,0.13,0.06,1,-0.016662583,-0.01666
6/6/2020,9669.60,8555.7967,0.13,0.06,1,0.003987042,0.003987
7/6/2020,9742.60,8595.4867,0.13,0.06,1,0.007549433,0.007549
8/6/2020,9777.90,8636.9683,0.13,0.06,1,0.003623263,0.003623
9/6/2020,9768.80,8685.3967,0.12,0.06,1,-0.00093067,-0.00093
10/6/2020,9878.80,8735.58,0.13,0.06,1,0.011260339,0.01126
11/6/2020,9283.20,8775.0067,0.06,0.06,0,-0.060290724,-0.06029
12/6/2020,9466.60,8818.7617,0.07,0.06,1,0.019756119,0
06/13/2020,9471.30,8862.435,0.07,0.06,1,0.000496482,0.000496
06/14/2020,9345.30,8907.705,0.05,0.06,0,-0.013303348,-0.0133
06/15/2020,9425.40,8946.7017,0.05,0.06,0,0.008571153,0
06/16/2020,9523.50,8988.1633,0.06,0.06,0,0.010408046,0
06/17/2020,9464.60,9025.3933,0.05,0.06,0,-0.006184701,0
06/18/2020,9388.10,9063.1467,0.04,0.06,0,-0.00808275,0
06/19/2020,9314.00,9104.4883,0.02,0.06,0,-0.007892971,0
06/20/2020,9358.80,9146.4267,0.02,0.06,0,0.004809963,0
06/21/2020,9296.40,9182.8183,0.01,0.06,0,-0.006667521,0
06/22/2020,9683.70,9219.405,0.05,0.06,0,0.041661288,0
06/23/2020,9624.60,9254.7517,0.04,0.06,0,-0.006103039,0
06/24/2020,9302.00,9284.1117,0.00,0.06,0,-0.033518276,0
06/25/2020,9247.50,9310.255,-0.01,0.06,0,-0.005858955,0
06/26/2020,9160.00,9333.4883,-0.02,0.06,0,-0.009462017,0
06/27/2020,9008.30,9354.5117,-0.04,0.06,0,-0.016561135,0
06/28/2020,9124.00,9360.3967,-0.03,0.06,0,0.012843711,0
06/29/2020,9185.40,9369.67,-0.02,0.06,0,0.006729505,0
06/30/2020,9135.40,9374.9,-0.03,0.06,0,-0.005443421,0
1/7/2020,9229.90,9379.2933,-0.02,0.06,0,0.010344375,0
2/7/2020,9085.10,9382.62,-0.03,0.06,0,-0.015688144,0
3/7/2020,9067.10,9385.8267,-0.03,0.06,0,-0.001981266,0
4/7/2020,9134.40,9388.05,-0.03,0.06,0,0.007422439,0
5/7/2020,9081.00,9386.8767,-0.03,0.06,0,-0.005846033,0
6/7/2020,9339.00,9376.1967,0.00,0.06,0,0.028410968,0
7/7/2020,9256.00,9367.0267,-0.01,0.06,0,-0.008887461,0
8/7/2020,9429.90,9364.9483,0.01,0.06,0,0.018787813,0
9/7/2020,9235.70,9373.23,-0.01,0.06,0,-0.020594068,0
10/7/2020,9285.10,9384.985,-0.01,0.06,0,0.00534881,0
11/7/2020,9233.30,9391.9767,-0.02,0.06,0,-0.005578831,0
12/7/2020,9300.80,9392.0117,-0.01,0.06,0,0.007310496,0
07/13/2020,9243.60,9383.0983,-0.01,0.06,0,-0.006150009,0
07/14/2020,9253.40,9382.0217,-0.01,0.06,0,0.001060193,0
07/15/2020,9198.70,9379.0083,-0.02,0.06,0,-0.005911341,0
07/16/2020,9135.30,9369.9683,-0.03,0.06,0,-0.006892278,0
07/17/2020,9155.80,9360.3867,-0.02,0.06,0,0.002244042,0
07/18/2020,9170.20,9350.335,-0.02,0.06,0,0.001572774,0
07/19/2020,9208.00,9345.2633,-0.01,0.06,0,0.004122048,0
07/20/2020,9162.40,9346.9867,-0.02,0.06,0,-0.004952215,0
07/21/2020,9387.30,9350.6133,0.00,0.06,0,0.02454597,0
07/22/2020,9513.70,9356.225,0.02,0.06,0,0.013465001,0
07/23/2020,9599.60,9370.7483,0.02,0.06,0,0.009029084,0
07/24/2020,9546.40,9381.5517,0.02,0.06,0,-0.005541898,0
07/25/2020,9704.10,9395.9117,0.03,0.06,0,0.016519316,0
07/26/2020,9932.50,9408.135,0.06,0.06,0,0.023536443,0
07/27/2020,11022.80,9432.3117,0.17,0.06,1,0.109770954,0
07/28/2020,10908.50,9457.04,0.15,0.06,1,-0.010369416,-0.01037
07/29/2020,11105.90,9480.5967,0.17,0.06,1,0.01809598,0.018096
07/30/2020,11096.20,9507.9533,0.17,0.06,1,-0.00087341,-0.00087
07/31/2020,11333.40,9527.0217,0.19,0.06,1,0.021376688,0.021377
1/8/2020,11803.10,9564.9467,0.23,0.06,1,0.041443874,0.041444
2/8/2020,11066.80,9588.2733,0.15,0.06,1,-0.062381917,-0.06238
3/8/2020,11224.40,9612.1067,0.17,0.06,1,0.014240792,0.014241
4/8/2020,11184.70,9637.9983,0.16,0.06,1,-0.003536937,-0.00354
5/8/2020,11735.10,9672.4233,0.21,0.06,1,0.049210082,0.04921
6/8/2020,11757.10,9705.9983,0.21,0.06,1,0.001874718,0.001875
7/8/2020,11592.00,9736.2333,0.19,0.06,1,-0.014042579,-0.01404
8/8/2020,11764.30,9769.4917,0.20,0.06,1,0.014863699,0.014864
9/8/2020,11681.20,9799.5317,0.19,0.06,1,-0.007063744,-0.00706
10/8/2020,11889.20,9842.965,0.21,0.06,1,0.01780639,0.017806
11/8/2020,11390.40,9875.0283,0.15,0.06,1,-0.041954042,-0.04195
12/8/2020,11557.20,9909.7933,0.17,0.06,1,0.014643911,0.014644
08/13/2020,11770.90,9950.22,0.18,0.06,1,0.018490638,0.018491
08/14/2020,11750.80,9988.9767,0.18,0.06,1,-0.001707601,-0.00171
08/15/2020,11845.30,10027.673,0.18,0.06,1,0.008042006,0.008042
08/16/2020,11899.00,10068.247,0.18,0.06,1,0.004533444,0.004533
08/17/2020,12282.60,10116.488,0.21,0.06,1,0.032238003,0.032238
08/18/2020,11947.60,10160.382,0.18,0.06,1,-0.027274356,-0.02727
08/19/2020,11750.20,10200.238,0.15,0.06,1,-0.016522147,-0.01652
08/20/2020,11856.90,10242.913,0.16,0.06,1,0.009080696,0.009081
08/21/2020,11529.20,10273.672,0.12,0.06,1,-0.027637915,-0.02764
08/22/2020,11661.30,10307.617,0.13,0.06,1,0.011457864,0.011458
08/23/2020,11641.60,10346.61,0.13,0.06,1,-0.001689349,-0.00169
08/24/2020,11753.50,10388.377,0.13,0.06,1,0.009612081,0.009612
08/25/2020,11324.80,10424.457,0.09,0.06,1,-0.036474242,-0.03647
08/26/2020,11462.30,10465.357,0.10,0.06,1,0.012141495,0.012141
08/27/2020,11327.40,10502.08,0.08,0.06,1,-0.011769017,-0.01177
08/28/2020,11527.40,10541.113,0.09,0.06,1,0.017656302,0.017656
08/29/2020,11468.10,10579.992,0.08,0.06,1,-0.005144265,-0.00514
08/30/2020,11702.00,10621.193,0.10,0.06,1,0.020395706,0.020396
08/31/2020,11644.20,10663.845,0.09,0.06,1,-0.004939327,-0.00494
1/9/2020,11914.90,10711.308,0.11,0.06,1,0.023247625,0.023248
2/9/2020,11413.30,10749.29,0.06,0.06,1,-0.042098549,-0.0421
3/9/2020,10168.80,10767.42,-0.06,0.06,0,-0.109039454,-0.10904
4/9/2020,10472.50,10786.312,-0.03,0.06,0,0.029865864,0
5/9/2020,10092.20,10800.248,-0.07,0.06,0,-0.036314156,0
6/9/2020,10296.40,10814.69,-0.05,0.06,0,0.020233448,0
7/9/2020,10376.90,10833.71,-0.04,0.06,0,0.007818267,0
8/9/2020,10126.60,10847.735,-0.07,0.06,0,-0.024120884,0
9/9/2020,10224.60,10864.257,-0.06,0.06,0,0.009677483,0
10/9/2020,10339.70,10881.572,-0.05,0.06,0,0.011257164,0
11/9/2020,10390.20,10900.682,-0.05,0.06,0,0.004884088,0
12/9/2020,10441.90,10920.49,-0.04,0.06,0,0.004975843,0
09/13/2020,10326.00,10939.278,-0.06,0.06,0,-0.011099513,0
09/14/2020,10675.30,10964.945,-0.03,0.06,0,0.033827232,0
09/15/2020,10785.30,10992.103,-0.02,0.06,0,0.01030416,0
09/16/2020,10949.50,11021.758,-0.01,0.06,0,0.015224426,0
09/17/2020,10941.30,11050.647,-0.01,0.06,0,-0.000748893,0
09/18/2020,10933.00,11080.157,-0.01,0.06,0,-0.000758594,0
09/19/2020,11081.80,11108.398,0.00,0.06,0,0.013610171,0
09/20/2020,10921.50,11131.862,-0.02,0.06,0,-0.014465159,0
09/21/2020,10416.80,11145.482,-0.07,0.06,0,-0.046211601,0
09/22/2020,10531.50,11161.9,-0.06,0.06,0,0.011011059,0
09/23/2020,10237.30,11170.787,-0.08,0.06,0,-0.027935242,0
09/24/2020,10739.40,11184.235,-0.04,0.06,0,0.049046135,0
09/25/2020,10688.80,11178.668,-0.04,0.06,0,-0.004711623,0
09/26/2020,10727.90,11175.658,-0.04,0.06,0,0.003658035,0
09/27/2020,10776.20,11170.163,-0.04,0.06,0,0.004502279,0
09/28/2020,10693.20,11163.447,-0.04,0.06,0,-0.007702158,0
09/29/2020,10840.90,11155.238,-0.03,0.06,0,0.013812516,0
09/30/2020,10776.10,11138.122,-0.03,0.06,0,-0.005977364,0
1/10/2020,10620.50,11130.683,-0.05,0.06,0,-0.014439361,0
2/10/2020,10572.30,11119.815,-0.05,0.06,0,-0.004538393,0
3/10/2020,10544.20,11109.14,-0.05,0.06,0,-0.002657889,0
4/10/2020,10672.90,11091.437,-0.04,0.06,0,0.012205762,0
5/10/2020,10789.50,11075.31,-0.03,0.06,0,0.010924866,0
6/10/2020,10602.60,11058.82,-0.04,0.06,0,-0.017322397,0
7/10/2020,10670.90,11040.597,-0.03,0.06,0,0.006441816,0
8/10/2020,10924.10,11027.978,-0.01,0.06,0,0.023728083,0
9/10/2020,11054.20,11014.062,0.00,0.06,0,0.011909448,0
10/10/2020,11298.40,11012.528,0.03,0.06,0,0.022091151,0
11/10/2020,11371.00,11009.425,0.03,0.06,0,0.006425689,0
12/10/2020,11533.90,11005.475,0.05,0.06,0,0.014325917,0
10/13/2020,11423.80,11000.025,0.04,0.06,0,-0.009545774,0
10/14/2020,11420.40,10992.943,0.04,0.06,0,-0.000297624,0
10/15/2020,11503.00,10986.343,0.05,0.06,0,0.007232671,0
10/16/2020,11322.00,10970.333,0.03,0.06,0,-0.015735026,0
10/17/2020,11362.10,10960.575,0.04,0.06,0,0.003541777,0
10/18/2020,11506.90,10956.52,0.05,0.06,0,0.012744123,0
10/19/2020,11753.40,10954.795,0.07,0.06,1,0.021421929,0
10/20/2020,11913.50,10961.2,0.09,0.06,1,0.01362159,0.013622
10/21/2020,12808.70,10980.323,0.17,0.06,1,0.075141646,0.075142
10/22/2020,12974.60,11002.54,0.18,0.06,1,0.012952134,0.012952
10/23/2020,12934.10,11022.217,0.17,0.06,1,-0.003121484,-0.00312
10/24/2020,13117.20,11052.09,0.19,0.06,1,0.014156377,0.014156
10/25/2020,13032.20,11078.255,0.18,0.06,1,-0.006480041,-0.00648
10/26/2020,13061.60,11107.158,0.18,0.06,1,0.002255951,0.002256
10/27/2020,13657.80,11142.665,0.23,0.06,1,0.04564525,0.045645
10/28/2020,13278.90,11172.845,0.19,0.06,1,-0.027742389,-0.02774
10/29/2020,13457.20,11202.098,0.20,0.06,1,0.013427317,0.013427
10/30/2020,13559.90,11234.027,0.21,0.06,1,0.007631602,0.007632
10/31/2020,13797.30,11265.4,0.22,0.06,1,0.017507504,0.017508
1/11/2020,13759.40,11304.502,0.22,0.06,1,-0.002746914,-0.00275
2/11/2020,13561.40,11361.045,0.19,0.06,1,-0.014390162,-0.01439
3/11/2020,14019.90,11420.168,0.23,0.06,1,0.033809194,0.033809
4/11/2020,14145.60,11487.725,0.23,0.06,1,0.008965827,0.008966
5/11/2020,15587.10,11575.903,0.35,0.06,1,0.101904479,0.101904
6/11/2020,15577.90,11662.587,0.34,0.06,1,-0.000590232,-0.00059
7/11/2020,14828.40,11740.95,0.26,0.06,1,-0.048113032,-0.04811
8/11/2020,15483.70,11828.602,0.31,0.06,1,0.044192226,0.044192
9/11/2020,15327.20,11911.727,0.29,0.06,1,-0.010107403,-0.01011
10/11/2020,15303.60,11993.617,0.28,0.06,1,-0.001539746,-0.00154
11/11/2020,15695.80,12081.182,0.30,0.06,1,0.025627957,0.025628
12/11/2020,16294.70,12180.66,0.34,0.06,1,0.038156704,0.038157
11/13/2020,16324.20,12274.808,0.33,0.06,1,0.001810405,0.00181
11/14/2020,16071.00,12362.903,0.30,0.06,1,-0.015510714,-0.01551
11/15/2020,15953.00,12446.295,0.28,0.06,1,-0.007342418,-0.00734
11/16/2020,16715.80,12542.537,0.33,0.06,1,0.047815458,0.047815
11/17/2020,17662.30,12654.692,0.40,0.06,1,0.056623075,0.056623
11/18/2020,17774.60,12766.238,0.39,0.06,1,0.006358175,0.006358
11/19/2020,17803.50,12880.938,0.38,0.06,1,0.001625916,0.001626
11/20/2020,18675.20,13018.578,0.43,0.06,1,0.048962283,0.048962
11/21/2020,18687.20,13154.507,0.42,0.06,1,0.000642563,0.000643
11/22/2020,18412.90,13290.767,0.39,0.06,1,-0.014678497,-0.01468
11/23/2020,18379.60,13418.103,0.37,0.06,1,-0.001808515,-0.00181
11/24/2020,19152.60,13559.167,0.41,0.06,1,0.042057499,0.042057
11/25/2020,18723.00,13692.418,0.37,0.06,1,-0.022430375,-0.02243
11/26/2020,17162.00,13798.848,0.24,0.06,1,-0.083373391,-0.08337
11/27/2020,17127.10,13906.08,0.23,0.06,1,-0.002033563,-0.00203
11/28/2020,17730.70,14020.91,0.26,0.06,1,0.035242394,0.035242
11/29/2020,18185.50,14144.4,0.29,0.06,1,0.025650426,0.02565
11/30/2020,19698.10,14295.693,0.38,0.06,1,0.083176157,0.083176
1/12/2020,18770.70,14432.333,0.30,0.06,1,-0.047080683,-0.04708
2/12/2020,19218.80,14576.91,0.32,0.06,1,0.023872312,0.023872
3/12/2020,19433.30,14722.917,0.32,0.06,1,0.011160947,0.011161
4/12/2020,18658.10,14854.06,0.26,0.06,1,-0.039890291,-0.03989
5/12/2020,19146.50,14996.458,0.28,0.06,1,0.026176299,0.026176
6/12/2020,19379.90,15141.608,0.28,0.06,1,0.012190218,0.01219
7/12/2020,19170.70,15279.052,0.25,0.06,1,-0.010794689,-0.01079
8/12/2020,18326.60,15400.258,0.19,0.06,1,-0.044030734,-0.04403
9/12/2020,18546.00,15521.052,0.19,0.06,1,0.01197167,0.011972
10/12/2020,18247.20,15635.655,0.17,0.06,1,-0.016111291,-0.01611
11/12/2020,18023.60,15743.817,0.14,0.06,1,-0.012253935,-0.01225
12/12/2020,18808.90,15866.902,0.19,0.06,1,0.043570652,0.043571
12/13/2020,19176.80,15996.175,0.20,0.06,1,0.019559889,0.01956
12/14/2020,19273.80,16125.688,0.20,0.06,1,0.005058195,0.005058
12/15/2020,19434.90,16260.903,0.20,0.06,1,0.008358497,0.008358
12/16/2020,21352.20,16427.405,0.30,0.06,1,0.098652424,0.098652
12/17/2020,22825.40,16616.047,0.37,0.06,1,0.068995232,0.068995
12/18/2020,23127.90,16805.622,0.38,0.06,1,0.01325278,0.013253
12/19/2020,23844.00,17004.463,0.40,0.06,1,0.030962604,0.030963
12/20/2020,23474.90,17182.233,0.37,0.06,1,-0.015479785,-0.01548
12/21/2020,22728.50,17344.798,0.31,0.06,1,-0.031795663,-0.0318
12/22/2020,23823.20,17526.283,0.36,0.06,1,0.048164199,0.048164
12/23/2020,23257.90,17695.295,0.31,0.06,1,-0.02372897,-0.02373
12/24/2020,23736.50,17873.7,0.33,0.06,1,0.020577954,0.020578
12/25/2020,24689.60,18067.5,0.37,0.06,1,0.04015335,0.040153
12/26/2020,26454.40,18280.777,0.45,0.06,1,0.071479489,0.071479
12/27/2020,26261.30,18497.15,0.42,0.06,1,-0.007299353,-0.0073
12/28/2020,27057.80,18723.827,0.45,0.06,1,0.030329801,0.03033
12/29/2020,27376.00,18954.095,0.44,0.06,1,0.01176001,0.01176
12/30/2020,28868.70,19205.285,0.50,0.06,1,0.054525862,0.054526
12/31/2020,28949.40,19458.452,0.49,0.06,1,0.002795415,0.002795
1/1/2021,29359.90,19721.76,0.49,0.06,1,0.014179914,0.01418
2/1/2021,32193.30,20024.65,0.61,0.06,1,0.096505778,0.096506
3/1/2021,32958.90,20338.205,0.62,0.06,1,0.023781346,0.023781
4/1/2021,32022.60,20612.13,0.55,0.06,1,-0.028408108,-0.02841
5/1/2021,33991.50,20919.023,0.62,0.06,1,0.061484701,0.061485
6/1/2021,36793.20,21285.103,0.73,0.06,1,0.082423547,0.082424
7/1/2021,39460.20,21684.712,0.82,0.06,1,0.07248622,0.072486
8/1/2021,40599.30,22105.913,0.84,0.06,1,0.028867061,0.028867
9/1/2021,40151.90,22520.052,0.78,0.06,1,-0.011019894,-0.01102
10/1/2021,38192.20,22894.992,0.67,0.06,1,-0.048807155,-0.04881
11/1/2021,35544.30,23215.818,0.53,0.06,1,-0.069330911,-0.06933
12/1/2021,34076.10,23511.683,0.45,0.06,1,-0.041306201,-0.04131
01/13/2021,37382.20,23866.87,0.57,0.06,1,0.097021079,0.097021
01/14/2021,39175.70,24253.915,0.62,0.06,1,0.04797738,0.047977
01/15/2021,36845.80,24589.415,0.50,0.06,1,-0.059473092,-0.05947
01/16/2021,36019.50,24895.368,0.45,0.06,1,-0.022425894,-0.02243
01/17/2021,35839.60,25196.452,0.42,0.06,1,-0.004994517,-0.00499
01/18/2021,36613.20,25509.947,0.44,0.06,1,0.021585062,0.021585
01/19/2021,36002.90,25798.742,0.40,0.06,1,-0.016668852,-0.01667
01/20/2021,35476.30,26078.56,0.36,0.06,1,-0.0146266,-0.01463
01/21/2021,30842.10,26285.713,0.17,0.06,1,-0.130628053,-0.13063
01/22/2021,33000.50,26529.395,0.24,0.06,1,0.069982265,0.069982
01/23/2021,32088.90,26745,0.20,0.06,1,-0.027623824,-0.02762
01/24/2021,32241.30,26970.305,0.20,0.06,1,0.004749306,0.004749
01/25/2021,32252.30,27221.81,0.18,0.06,1,0.000341177,0.000341
01/26/2021,32502.10,27478.06,0.18,0.06,1,0.007745184,0.007745
01/27/2021,30404.00,27689.282,0.10,0.06,1,-0.064552752,-0.06455
01/28/2021,33374.80,27942.437,0.19,0.06,1,0.097710828,0.097711
01/29/2021,34301.80,28185.832,0.22,0.06,1,0.027775447,0.027775
01/30/2021,34283.10,28444.372,0.21,0.06,1,-0.000545161,-0.00055
01/31/2021,33108.10,28675.86,0.15,0.06,1,-0.034273447,-0.03427
1/2/2021,33515.70,28910.567,0.16,0.06,1,0.012311187,0.012311
2/2/2021,35485.20,29191.018,0.22,0.06,1,0.058763505,0.058764
3/2/2021,37646.80,29499.357,0.28,0.06,1,0.060915537,0.060916
4/2/2021,36982.10,29792.727,0.24,0.06,1,-0.017656215,-0.01766
5/2/2021,38297.60,30111.508,0.27,0.06,1,0.035571263,0.035571
6/2/2021,39256.60,30460.342,0.29,0.06,1,0.025040734,0.025041
7/2/2021,38852.90,30798.79,0.26,0.06,1,-0.010283621,-0.01028
8/2/2021,46395.70,31267.932,0.48,0.06,1,0.194137375,0.194137
9/2/2021,46508.60,31742.682,0.47,0.06,1,0.002433415,0.002433
10/2/2021,44836.00,32176.467,0.39,0.06,1,-0.035963241,-0.03596
11/2/2021,47990.70,32656.698,0.47,0.06,1,0.070360871,0.070361
12/2/2021,47371.70,33124.997,0.43,0.06,1,-0.012898332,-0.0129
02/13/2021,47168.70,33587.227,0.40,0.06,1,-0.004285259,-0.00429
02/14/2021,48643.40,34042.08,0.43,0.06,1,0.031264377,0.031264
02/15/2021,47936.30,34460.595,0.39,0.06,1,-0.014536402,-0.01454
02/16/2021,49169.70,34894.625,0.41,0.06,1,0.025729979,0.02573
02/17/2021,52079.20,35365.212,0.47,0.06,1,0.059172621,0.059173
02/18/2021,51582.20,35833.667,0.44,0.06,1,-0.009543157,-0.00954
02/19/2021,55906.60,36386.635,0.54,0.06,1,0.083835121,0.083835
02/20/2021,55923.70,36921.643,0.51,0.06,1,0.000305867,0.000306
02/21/2021,57433.80,37491.242,0.53,0.06,1,0.027002863,0.027003
02/22/2021,54111.80,37997.497,0.42,0.06,1,-0.057840505,-0.05784
02/23/2021,48911.20,38401.19,0.27,0.06,1,-0.096108427,-0.09611
02/24/2021,49697.50,38788.575,0.28,0.06,1,0.016076073,0.016076
02/25/2021,46928.50,39133.028,0.20,0.06,1,-0.055717088,-0.05572
02/26/2021,46345.60,39454.492,0.17,0.06,1,-0.012421023,-0.01242
02/27/2021,46136.70,39767.17,0.16,0.06,1,-0.00450744,-0.00451
02/28/2021,45164.00,40038.758,0.13,0.06,1,-0.021082999,-0.02108
1/3/2021,49595.50,40382.86,0.23,0.06,1,0.098120184,0.09812
2/3/2021,48424.20,40700.598,0.19,0.06,1,-0.023617062,-0.02362
3/3/2021,50395.10,41003.962,0.23,0.06,1,0.040700724,0.040701
4/3/2021,48428.00,41261.78,0.17,0.06,1,-0.039033557,-0.03903
5/3/2021,48792.50,41541.278,0.17,0.06,1,0.007526637,0.007527
6/3/2021,48855.60,41789.013,0.17,0.06,1,0.001293232,0.001293
